category,image,augmentation,label,predicted,match,selected_category,route_hint,route_confidence,component_count,line_count,fraction_line_count,foreground_fill_ratio,candidate_scores,router_reason,reject_info,layout_type,sympy_text,solver_answer,solver_error,token_count,low_confidence_count,unknown_count,failure_stage,failure_reason,warnings,top2_labels,top2_scores,decision_type,num_holes,aspect_ratio
printed_basic,printed_basic_001.png,none,1+2=3,1+2=3,True,printed_basic,printed_basic,0.560,6,0,0,0.2257,printed_basic:0.988:primary;printed_basic:0.988:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.56; selected printed_basic; score=0.988; cross_validate=0.45, complexity=0.17, confidence=0.16; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 648, 'height': 160, 'aspect_ratio': 4.05, 'foreground_components': 6, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1136, 'foreground_fill_ratio': 0.2257, 'vertical_symmetry': 0.9859, 'component_height_variance': 0.6148, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8234, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0054}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,1+2**=3,,,5,0,0,,,"auto route hint: printed_basic confidence=0.56 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.56; selected printed_basic; score=0.988; cross_validate=0.45, complexity=0.17, confidence=0.16; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 648, 'height': 160, 'aspect_ratio': 4.05, 'foreground_components': 6, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1136, 'foreground_fill_ratio': 0.2257, 'vertical_symmetry': 0.9859, 'component_height_variance': 0.6148, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8234, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0054}",,,,,
printed_basic,printed_basic_002.png,none,8-3=5,8-3=5,True,printed_basic,printed_basic,0.560,6,1,0,0.2624,printed_basic:1.031:primary;printed_basic:1.031:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.56; selected printed_basic; score=1.031; cross_validate=0.45, confidence=0.20, complexity=0.17; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 610, 'height': 160, 'aspect_ratio': 3.8125, 'foreground_components': 6, 'left_tall_components': 1, 'long_horizontal_lines': 1, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1123, 'foreground_fill_ratio': 0.2624, 'vertical_symmetry': 0.9862, 'component_height_variance': 0.7903, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.0657, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0059}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,8**-3**=5,,,5,0,0,,,"auto route hint: printed_basic confidence=0.56 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.56; selected printed_basic; score=1.031; cross_validate=0.45, confidence=0.20, complexity=0.17; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 610, 'height': 160, 'aspect_ratio': 3.8125, 'foreground_components': 6, 'left_tall_components': 1, 'long_horizontal_lines': 1, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1123, 'foreground_fill_ratio': 0.2624, 'vertical_symmetry': 0.9862, 'component_height_variance': 0.7903, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.0657, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0059}",,,,,
printed_basic,printed_basic_003.png,none,4x5=20,4x5=20,True,printed_basic,printed_basic,0.595,7,0,0,0.2605,printed_basic:0.868:primary;printed_basic:0.868:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.868; cross_validate=0.45, complexity=0.17, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 806, 'height': 160, 'aspect_ratio': 5.0375, 'foreground_components': 7, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1102, 'foreground_fill_ratio': 0.2605, 'vertical_symmetry': 0.9812, 'component_height_variance': 0.5669, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.9711, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0045}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,4x5**=20,,,6,0,0,,,"auto route hint: printed_basic confidence=0.59 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.868; cross_validate=0.45, complexity=0.17, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 806, 'height': 160, 'aspect_ratio': 5.0375, 'foreground_components': 7, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1102, 'foreground_fill_ratio': 0.2605, 'vertical_symmetry': 0.9812, 'component_height_variance': 0.5669, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.9711, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0045}",,,,,
printed_basic,printed_basic_004.png,none,9÷3=3,9÷3=3,True,printed_basic,printed_basic,0.525,8,0,0,0.2509,printed_basic:0.941:primary;printed_basic:0.941:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.52; selected printed_basic; score=0.941; cross_validate=0.45, confidence=0.16, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 655, 'height': 160, 'aspect_ratio': 4.0938, 'foreground_components': 8, 'left_tall_components': 1, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 4, 'edge_roughness': 0.1162, 'foreground_fill_ratio': 0.2509, 'vertical_symmetry': 0.9772, 'component_height_variance': 0.941, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.9363, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0059}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,9/3**=3,,,5,0,0,,,"auto route hint: printed_basic confidence=0.52 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.52; selected printed_basic; score=0.941; cross_validate=0.45, confidence=0.16, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 655, 'height': 160, 'aspect_ratio': 4.0938, 'foreground_components': 8, 'left_tall_components': 1, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 4, 'edge_roughness': 0.1162, 'foreground_fill_ratio': 0.2509, 'vertical_symmetry': 0.9772, 'component_height_variance': 0.941, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.9363, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0059}",,,,,
printed_basic,printed_basic_005.png,none,6÷2=3,6÷2=3,True,printed_basic,printed_basic,0.525,8,0,0,0.2549,printed_basic:0.926:primary;printed_basic:0.926:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.52; selected printed_basic; score=0.926; cross_validate=0.45, structure=0.15, confidence=0.14; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 656, 'height': 160, 'aspect_ratio': 4.1, 'foreground_components': 8, 'left_tall_components': 1, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 4, 'edge_roughness': 0.1137, 'foreground_fill_ratio': 0.2549, 'vertical_symmetry': 0.973, 'component_height_variance': 0.9398, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.0445, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0059}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,6/2**=3,,,5,0,0,,,"auto route hint: printed_basic confidence=0.52 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.52; selected printed_basic; score=0.926; cross_validate=0.45, structure=0.15, confidence=0.14; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 656, 'height': 160, 'aspect_ratio': 4.1, 'foreground_components': 8, 'left_tall_components': 1, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 4, 'edge_roughness': 0.1137, 'foreground_fill_ratio': 0.2549, 'vertical_symmetry': 0.973, 'component_height_variance': 0.9398, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.0445, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0059}",,,,,
printed_basic,printed_basic_006.png,none,7+8=15,7+8=15,True,printed_basic,printed_basic,0.560,7,0,0,0.2335,printed_basic:0.998:primary;printed_basic:0.998:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.56; selected printed_basic; score=0.998; cross_validate=0.45, complexity=0.17, confidence=0.17; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 800, 'height': 160, 'aspect_ratio': 5.0, 'foreground_components': 7, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1122, 'foreground_fill_ratio': 0.2335, 'vertical_symmetry': 0.8912, 'component_height_variance': 0.5563, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.124, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0044}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,7+8**=15,,,6,0,0,,,"auto route hint: printed_basic confidence=0.56 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.56; selected printed_basic; score=0.998; cross_validate=0.45, complexity=0.17, confidence=0.17; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 800, 'height': 160, 'aspect_ratio': 5.0, 'foreground_components': 7, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1122, 'foreground_fill_ratio': 0.2335, 'vertical_symmetry': 0.8912, 'component_height_variance': 0.5563, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.124, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0044}",,,,,
printed_basic,printed_basic_007.png,none,12+34=46,12+34=46,True,printed_basic,printed_basic,0.595,9,0,0,0.2556,printed_basic:0.964:primary;printed_basic:0.964:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.964; cross_validate=0.45, complexity=0.18, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 1059, 'height': 160, 'aspect_ratio': 6.6188, 'foreground_components': 9, 'left_tall_components': 3, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1103, 'foreground_fill_ratio': 0.2556, 'vertical_symmetry': 0.9713, 'component_height_variance': 0.4775, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8423, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0033}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,12+34**=46,,,8,0,0,,,"auto route hint: printed_basic confidence=0.59 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.964; cross_validate=0.45, complexity=0.18, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 1059, 'height': 160, 'aspect_ratio': 6.6188, 'foreground_components': 9, 'left_tall_components': 3, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1103, 'foreground_fill_ratio': 0.2556, 'vertical_symmetry': 0.9713, 'component_height_variance': 0.4775, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8423, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0033}",,,,,
printed_basic,printed_basic_008.png,none,56-21=35,56-21=35,True,printed_basic,printed_basic,0.595,9,0,0,0.2594,printed_basic:1.017:primary;printed_basic:1.017:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=1.017; cross_validate=0.45, confidence=0.18, complexity=0.18; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 1020, 'height': 160, 'aspect_ratio': 6.375, 'foreground_components': 9, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1127, 'foreground_fill_ratio': 0.2594, 'vertical_symmetry': 0.98, 'component_height_variance': 0.5893, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.0835, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0035}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,56**-21**=35,,,8,0,0,,,"auto route hint: printed_basic confidence=0.59 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=1.017; cross_validate=0.45, confidence=0.18, complexity=0.18; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 1020, 'height': 160, 'aspect_ratio': 6.375, 'foreground_components': 9, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1127, 'foreground_fill_ratio': 0.2594, 'vertical_symmetry': 0.98, 'component_height_variance': 0.5893, 'horizontal_run_count': 1, 'left_right_density_ratio': 1.0835, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0035}",,,,,
printed_basic,printed_basic_009.png,none,3x12=36,3x12=36,True,printed_basic,printed_basic,0.595,8,0,0,0.2501,printed_basic:0.891:primary;printed_basic:0.891:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.891; cross_validate=0.45, complexity=0.18, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 936, 'height': 160, 'aspect_ratio': 5.85, 'foreground_components': 8, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1104, 'foreground_fill_ratio': 0.2501, 'vertical_symmetry': 0.9892, 'component_height_variance': 0.5223, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8046, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0038}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,3x12**=36,,,7,0,0,,,"auto route hint: printed_basic confidence=0.59 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.891; cross_validate=0.45, complexity=0.18, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 936, 'height': 160, 'aspect_ratio': 5.85, 'foreground_components': 8, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1104, 'foreground_fill_ratio': 0.2501, 'vertical_symmetry': 0.9892, 'component_height_variance': 0.5223, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8046, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0038}",,,,,
printed_basic,printed_basic_010.png,none,48÷6=8,48÷6=8,True,printed_basic,printed_basic,0.525,9,0,0,0.2773,printed_basic:0.953:primary;printed_basic:0.953:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.52; selected printed_basic; score=0.953; cross_validate=0.45, confidence=0.16, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 798, 'height': 160, 'aspect_ratio': 4.9875, 'foreground_components': 9, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 4, 'edge_roughness': 0.111, 'foreground_fill_ratio': 0.2773, 'vertical_symmetry': 0.9756, 'component_height_variance': 0.8503, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8738, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0049}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,48/6**=8,,,6,0,0,,,"auto route hint: printed_basic confidence=0.52 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.52; selected printed_basic; score=0.953; cross_validate=0.45, confidence=0.16, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 798, 'height': 160, 'aspect_ratio': 4.9875, 'foreground_components': 9, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 4, 'edge_roughness': 0.111, 'foreground_fill_ratio': 0.2773, 'vertical_symmetry': 0.9756, 'component_height_variance': 0.8503, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.8738, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0049}",,,,,
printed_basic,printed_basic_011.png,none,(1+2)x3=9,(1+2)x3=9,True,printed_basic,printed_basic,0.595,10,0,0,0.1844,printed_basic:0.959:primary;printed_basic:0.959:cross_validation;printed_decimal_negative:reject:route_prior:skipped;printed_2d_layout:reject:route_prior:skipped;handwritten_basic:reject:route_prior:skipped;calculus:reject:route_prior:skipped,"route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.959; cross_validate=0.45, complexity=0.18, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 951, 'height': 174, 'aspect_ratio': 5.4655, 'foreground_components': 10, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1411, 'foreground_fill_ratio': 0.1844, 'vertical_symmetry': 0.7355, 'component_height_variance': 0.5062, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.9973, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0035}",printed_decimal_negative:route_prior:structure route selected printed_basic | printed_2d_layout:route_prior:structure route selected printed_basic | handwritten_basic:route_prior:structure route selected printed_basic | calculus:route_prior:structure route selected printed_basic,row,(1**+2)**x3**=9,,,9,0,0,,,"auto route hint: printed_basic confidence=0.59 | auto selected category: printed_basic | auto router reason: route_hint=printed_basic; route_confidence=0.59; selected printed_basic; score=0.959; cross_validate=0.45, complexity=0.18, structure=0.15; reason=narrow margin 0.00 vs printed_decimal_negative; features={'width': 951, 'height': 174, 'aspect_ratio': 5.4655, 'foreground_components': 10, 'left_tall_components': 2, 'long_horizontal_lines': 0, 'fraction_like_lines': 0, 'stacked_component_pairs': 1, 'edge_roughness': 0.1411, 'foreground_fill_ratio': 0.1844, 'vertical_symmetry': 0.7355, 'component_height_variance': 0.5062, 'horizontal_run_count': 1, 'left_right_density_ratio': 0.9973, 'multi_scale_edge_ratio': 1.0, 'top_alignment_score': 0.0035}",,,,,
